UID	row_clusters-flat	disp	mean_d50.0	std_d50.0	min_d50.0	max_d50.0	mean_d60.0	std_d60.0	min_d60.0	max_d60.0	convex hull area	norm convex hull area	corrected straightness index	diffusion coefficient	direction	effective space length	effective speed	entropy1	entropy2	entropy3	entropy4	entropy5	entropy6	entropy7	entropy8	entropy9	entropy10	largest move	mean instantaneous acceleration	mean instantaneous speed	stdev instantaneous speed	mean squared displacement	movement type	persistence1	stdev persistence1	persistence2	persistence3	persistence4	persistence5	RSS window 6	RSS window 8	RSS window 10	signed turning angle1	signed turning angle2	signed turning angle3	signed turning angle4	signed turning angle5	sinuosity	time length	total space length	turning angle1	turning angle2	turning angle3	turning angle4	turning angle5	app
column_clusters-flat		1	2	3	4	5	6	7	8	11	9	10	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
0	393	2.0	0.392857142857	0.488385511828	0.0	1.0	0.892857142857	0.309294787066	0.0	1.0	314.245831731	11.6387345086	0.742305055258	4.51396649161	0.134234541887	13.9674233383	0.517311975492	0.407831911744	0.368454822507	0.302458407258	0.155926755859	0.123076574993	0.0462384896247	0.0	0.0	0.0	0.0	9.73312943042	0.120652779771	3.6876452011	2.4364916533	19.5352187058	0.147842072273	-0.166567697093	0.660880582421	-0.153400800875	0.0796233073869	-0.0155458315775	-0.074427344895	0.268115730004	0.390749290205	0.287944752969	0.188526687921	-0.00521290175274	0.0887034072304	0.1805572458	-0.0119063662189	4.51520324011	28.0	99.5664204298	1.76603298346	1.7020607548	1.39894705811	1.41220425365	1.39999564925	1.0
0	394	2.0	1.92857142857	0.703489842985	1.0	3.0	3.80952380952	1.21964271189	2.0	7.0	1330.19177597	32.4437018529	0.437357979631	7.26240857351	-0.0112756372636	11.7923189015	0.287617534183	0.572897405657	0.507861952268	0.445759637753	0.332705642342	0.276937428884	0.276937428884	0.0976606205241	0.0976606205241	0.0841412520098	0.0	9.75318339356	0.155117937352	4.26189699552	2.37155044135	23.7880174963	0.296506404481	-0.238635045586	0.69381380337	0.0888862900535	-0.117066624473	0.119257435105	-0.211619146483	0.110716125194	0.0956696763934	0.108580297403	-0.00864701116489	-0.00221292405618	-0.128158147322	-0.0288034441659	0.0208954503698	5.42056147291	42.0	174.737776816	1.88022921955	1.41751757573	1.66567577488	1.29989737484	1.67882217963	2.0
0	395	2.0	1.68571428571	0.522161910928	0.0	2.0	2.17142857143	0.376883027379	2.0	3.0	167.746157987	4.93371052903	0.965285212415	2.26951453008	-0.170855109525	13.9626579246	0.410666409546	0.352131166373	0.290026381542	0.185541539159	0.0364916999617	0.0364916999617	0.0364916999617	0.0	0.0	0.0	0.0	9.28550439639	0.348963141868	2.51690921177	1.92768093013	10.0507857487	0.0906323417116	-0.358635901133	0.644096086547	0.214624728602	-0.0161211226463	-0.100749379249	0.216837770245	0.0586097549899	0.132682373165	0.122849061857	0.00276946028776	0.215667865111	0.343386688736	0.31166292349	0.11636794234	5.8358379205	35.0	85.5749132002	2.00249966372	1.27522854901	1.48321995833	1.5104930532	1.12443337922	2.0
0	396	2.0	1.725	0.836286434184	1.0	3.0	2.675	0.46837484988	2.0	3.0	275.929271884	7.07510953549	1.72490081506	4.77351698295	0.450466831143	27.7891231696	0.712541619733	0.534667472673	0.46177419816	0.389847207941	0.356946252457	0.334402015842	0.277086542608	0.088125127816	0.088125127816	0.0722128403981	0.0	12.1257358287	0.0724317967286	2.61261914465	2.29406007533	12.0884904242	nan	0.116431873702	0.783991692197	0.157034717622	0.018357748439	0.101786321804	0.0708587404172	0.091119245884	0.0683542587248	0.0896761747046	-0.238938184464	0.103396987673	0.137902102964	0.207695714938	0.0196994133707	5.80649847402	40.0	101.892146641	1.41795643517	1.31265089208	1.43982841476	1.35490876433	1.33721084379	2.0
0	397	2.0	1.59090909091	0.491666083018	1.0	2.0	2.09090909091	0.287479787288	2.0	3.0	191.782913889	4.46006776486	0.222284300261	6.88255255478	0.252429568901	4.38968303553	0.102085651989	0.447295149162	0.403385754714	0.392955983282	0.344747337509	0.249153739071	0.209146856413	0.115786829523	0.0935606229063	0.0805023338732	0.0	12.1072715217	0.153146531138	3.04636723088	2.68208696032	16.4739437681	nan	0.184555768309	0.708490079757	0.0580983493192	-0.0685054011351	-0.180170890412	-0.0619042134296	0.0862057159698	0.083071445104	0.147125452101	-0.0577973297834	0.0923746983161	0.140451652	0.0746290959135	0.169099169362	5.63970725646	44.0	130.993790928	1.31257195498	1.47039712405	1.59424279687	1.68034084682	1.48106221597	2.0
0	398	2.0	0.541666666667	0.498260864296	0.0	1.0	1.29166666667	0.675719780843	0.0	2.0	560.200466714	24.356542031	1.70435931923	7.69472041647	-0.50461405728	41.1721722877	1.79009444729	0.785443170012	0.727604383839	0.615004775848	0.560478702852	0.444077938895	0.381682510975	0.341033430108	0.208166152455	0.20028426272	0.231469313935	10.461942002	0.755777741207	5.1454149812	2.57257068213	33.0934152434	0.517722083605	0.0673874739649	0.681680940846	0.00530896414858	-0.0235338284705	0.0338284307348	0.0291393631753	0.17849901247	0.148851907763	0.184214588461	-0.0642789856871	0.0611974858771	-0.0817774710117	-0.0279296745821	-0.383151062045	3.78210274405	24.0	118.344544568	1.49967631568	1.49942501005	1.4567888658	1.3262517164	1.21807078537	1.0
0	399	2.0	0.861111111111	0.886716094417	0.0	2.0	1.69444444444	0.51744266695	0.0	2.0	955.930828394	27.3123093827	2.59858084753	7.2644291407	0.235207744861	60.9579566664	1.74165590475	0.636301491302	0.544047738634	0.498390281773	0.411349845791	0.393914000241	0.310093000715	0.259886699623	0.203666544538	0.193876942278	0.203644270303	14.2979253859	0.136523940497	4.02140092677	2.96428705883	24.958663181	0.472028173073	0.276659725422	0.696010920249	0.0855634178219	0.0382341625514	-0.0227752273355	0.0370916394328	0.0878386821612	0.0952599722941	0.102891789176	-0.00511676364657	-0.00556578466011	0.0933894170747	0.0859557876523	0.0706849885239	4.7494360519	36.0	140.749032437	1.19166211928	1.4234720586	1.42120039703	1.44200306461	1.34512690623	2.0
0	400	1.0	0.880952380952	0.850836589772	0.0	2.0	1.47619047619	0.587087047902	0.0	3.0	2995.00779294	73.0489705595	2.53412032471	10.3309107437	-0.00276267569955	76.8838566257	1.87521601526	0.757063766241	0.68967898733	0.563881739656	0.521266064261	0.510026517665	0.486127200878	0.385980601593	0.285174651666	0.255528416421	0.208721170997	23.256656096	0.302314264625	4.79566365886	4.01791725446	39.1420489926	0.340218635219	0.277184338951	0.723517183868	0.321647412312	0.15673191898	0.119841898392	0.0756635434646	0.0791786076241	0.077825912494	0.0564330834595	-0.144286575459	0.150256279936	0.249744724322	0.0364721752518	-0.0402263415335	4.48254341116	42.0	196.622210013	1.1843938244	1.09127418189	1.28365478662	1.29017300273	1.31875471294	2.0
0	401	0.0	1.43835616438	0.596480576906	0.0	2.0	1.87671232877	0.701177199565	1.0	3.0	2197.56969881	30.5218013724	1.73779717724	1.15048086062	-0.291411930418	29.8356878471	0.414384553432	0.428018258629	0.34849146341	0.319857263926	0.305716581855	0.2530609662	0.22777442735	0.16048225904	0.161736485594	0.0987995199828	0.0662143759358	5.89073719431	0.0755374484649	2.03735120698	1.17333632256	5.52751806641	0.415509387181	-0.0630540522219	0.745027809102	-0.0316899933704	0.0463478868471	-0.0113582386257	0.0233669408158	0.0936217427056	0.100089033132	0.0981151609297	-0.13971862045	-0.150667288553	0.047234294666	-0.174464953345	0.0499685740601	10.3030097066	73.0	146.689286902	1.62970093327	1.5951925806	1.46280036514	1.50215205898	1.45859498224	2.0
0	402	1.0	1.20833333333	0.575844790045	0.0	2.0	2.41666666667	0.493006648592	2.0	3.0	273.710135251	11.9004406631	1.46815439719	2.02495490335	-0.537137339902	15.9374712916	0.692933534418	0.277440700698	0.227577803779	0.108430588813	0.0545004005581	0.0545004005581	0.0545004005581	0.0545004005581	0.0	0.0	0.0	7.86181551278	0.490044897189	2.31220039014	1.64889795321	8.06513510427	0.258331736617	-0.0891098285353	0.649123680229	-0.0849720967411	0.0600342281762	0.179218251738	-0.15172178187	0.184386004305	0.151480585537	0.148079195863	0.267858537557	0.599405268475	0.0457290314811	-0.0306471095171	0.344066318159	5.13571393765	24.0	53.1806089732	1.70020645403	1.59564326396	1.38000295199	1.16488031135	1.45765180219	2.0
